+--------------------+------------+------------+------------+------------+------------+
|      Palabra       | P3/TC1.txt | P3/TC2.txt | P3/TC3.txt | P3/TC4.txt | P3/TC5.txt |
|      counsel       |     0      |     0      |     0      |     0      |     1      |
|     countries      |     0      |     0      |     0      |     0      |     1      |
|      coupled       |     0      |     0      |     0      |     1      |     0      |
|      couples       |     0      |     0      |     0      |     1      |     0      |
|      coupons       |     0      |     0      |     0      |     0      |     1      |
|        cove        |     1      |     0      |     0      |     0      |     0      |
|       cover        |     0      |     0      |     0      |     0      |     1      |
|      covered       |     0      |     0      |     1      |     0      |     0      |
|        cow         |     0      |     0      |     0      |     0      |     1      |
|       cowboy       |     0      |     0      |     1      |     0      |     0      |
